dun_id,dun_code,dun_name,parliament_id,parliament_code,parliament_name,state_id,state_name
483,N25,Kapayan,174,P174,Penampang,15,Sabah
484,N26,Moyog,174,P174,Penampang,15,Sabah
485,N27,Limbahau,175,P175,Papar,15,Sabah
486,N28,Kawang,175,P175,Papar,15,Sabah
487,N29,Pantai Manis,175,P175,Papar,15,Sabah
488,N30,Bongawan,176,P176,Kimanis,15,Sabah
489,N31,Membakut,176,P176,Kimanis,15,Sabah
490,N32,Klias,177,P177,Beaufort,15,Sabah
491,N33,Kuala Penyu,177,P177,Beaufort,15,Sabah
492,N34,Lumadan,178,P178,Sipitang,15,Sabah
493,N35,Sindumin,178,P178,Sipitang,15,Sabah
494,N36,Kundasang,179,P179,Ranau,15,Sabah
495,N37,Karanaan,179,P179,Ranau,15,Sabah
496,N38,Paginatan,179,P179,Ranau,15,Sabah
497,N39,Tambunan,180,P180,Keningau,15,Sabah
498,N40,Bingkor,180,P180,Keningau,15,Sabah
499,N41,Liawan,180,P180,Keningau,15,Sabah
500,N42,Melalap,181,P181,Tenom,15,Sabah
501,N43,Kemabong,181,P181,Tenom,15,Sabah
502,N44,Tulid,182,P182,Pensiangan,15,Sabah
503,N45,Sook,182,P182,Pensiangan,15,Sabah
504,N46,Nabawan,182,P182,Pensiangan,15,Sabah
505,N47,Telupid,183,P183,Beluran,15,Sabah
506,N48,Sugut,183,P183,Beluran,15,Sabah
507,N49,Labuk,183,P183,Beluran,15,Sabah
508,N50,Gum-Gum,184,P184,Libaran,15,Sabah
509,N51,Sungai Manila,184,P184,Libaran,15,Sabah
510,N52,Sungai Sibuga,184,P184,Libaran,15,Sabah
511,N53,Sekong,185,P185,Batu Sapi,15,Sabah
512,N54,Karamunting,185,P185,Batu Sapi,15,Sabah
513,N55,Elopura,186,P186,Sandakan,15,Sabah
514,N56,Tanjong Papat,186,P186,Sandakan,15,Sabah
515,N57,Kuamut,187,P187,Kinabatangan,15,Sabah
516,N58,Lamag,187,P187,Kinabatangan,15,Sabah
517,N59,Sukau,187,P187,Kinabatangan,15,Sabah
518,N60,Tungku,188,P188,Lahad Datu,15,Sabah
519,N61,Segama,188,P188,Lahad Datu,15,Sabah
520,N62,Silam,188,P188,Lahad Datu,15,Sabah
521,N63,Kunak,188,P188,Lahad Datu,15,Sabah
522,N64,Sulabayan,189,P189,Semporna,15,Sabah
523,N65,Senallang,189,P189,Semporna,15,Sabah
524,N66,Bugaya,189,P189,Semporna,15,Sabah
525,N67,Balung,190,P190,Tawau,15,Sabah
526,N68,Apas,190,P190,Tawau,15,Sabah
527,N69,Sri Tanjong,190,P190,Tawau,15,Sabah
528,N70,Kukusan,191,P191,Kalabakan,15,Sabah
529,N71,Tanjung Batu,191,P191,Kalabakan,15,Sabah
530,N72,Merotai,191,P191,Kalabakan,15,Sabah
531,N73,Sebatik,191,P191,Kalabakan,15,Sabah
532,N01,Opar,192,P192,Mas Gading,16,Sarawak
533,N02,Tasik Biru,192,P192,Mas Gading,16,Sarawak
534,N03,Tanjong Datu,193,P193,Santubong,16,Sarawak
535,N04,Pantai Damai,193,P193,Santubong,16,Sarawak
536,N05,Demak Laut,193,P193,Santubong,16,Sarawak
537,N06,Tupong,194,P194,Petra Jaya,16,Sarawak
538,N07,Samariang,194,P194,Petra Jaya,16,Sarawak
539,N08,Satok,194,P194,Petra Jaya,16,Sarawak
540,N09,Padungan,195,P195,Bandar Kuching,16,Sarawak
541,N10,Pending,195,P195,Bandar Kuching,16,Sarawak
542,N11,Batu Lintang,195,P195,Bandar Kuching,16,Sarawak
543,N12,Kota Sentosa,196,P196,Stampin,16,Sarawak
544,N13,Batu Kitang,196,P196,Stampin,16,Sarawak
545,N14,Batu Kawah,196,P196,Stampin,16,Sarawak
546,N15,Asajaya,197,P197,Kota Samarahan,16,Sarawak
547,N16,Muara Tuang,197,P197,Kota Samarahan,16,Sarawak
548,N17,Stakan,197,P197,Kota Samarahan,16,Sarawak
549,N18,Serembu,198,P198,Puncak Borneo,16,Sarawak
550,N19,Mambong,198,P198,Puncak Borneo,16,Sarawak
551,N20,Tarat,198,P198,Puncak Borneo,16,Sarawak
552,N21,Tebedu,199,P199,Serian,16,Sarawak
553,N22,Kedup,199,P199,Serian,16,Sarawak
554,N23,Bukit Semuja,199,P199,Serian,16,Sarawak
555,N24,Sadong Jaya,200,P200,Batang Sadong,16,Sarawak
556,N25,Simunjan,200,P200,Batang Sadong,16,Sarawak
557,N26,Gedong,200,P200,Batang Sadong,16,Sarawak
558,N27,Sebuyau,201,P201,Batang Lupar,16,Sarawak
559,N28,Lingga,201,P201,Batang Lupar,16,Sarawak
560,N29,Beting Maro,201,P201,Batang Lupar,16,Sarawak
561,N30,Balai Ringin,202,P202,Sri Aman,16,Sarawak
562,N31,Bukit Begunan,202,P202,Sri Aman,16,Sarawak
563,N32,Simanggang,202,P202,Sri Aman,16,Sarawak
564,N33,Engkilili,203,P203,Lubok Antu,16,Sarawak
565,N34,Batang Ai,203,P203,Lubok Antu,16,Sarawak
566,N35,Saribas,204,P204,Betong,16,Sarawak
567,N36,Layar,204,P204,Betong,16,Sarawak
568,N37,Bukit Saban,204,P204,Betong,16,Sarawak
569,N38,Kalaka,205,P205,Saratok,16,Sarawak
570,N39,Krian,205,P205,Saratok,16,Sarawak
571,N40,Kabong,205,P205,Saratok,16,Sarawak
572,N41,Kuala Rajang,206,P206,Tanjong Manis,16,Sarawak
573,N42,Semop,206,P206,Tanjong Manis,16,Sarawak
574,N43,Daro,207,P207,Igan,16,Sarawak
575,N44,Jemoreng,207,P207,Igan,16,Sarawak
576,N45,Repok,208,P208,Sarikei,16,Sarawak
577,N46,Meradong,208,P208,Sarikei,16,Sarawak
578,N47,Pakan,209,P209,Julau,16,Sarawak
579,N48,Meluan,209,P209,Julau,16,Sarawak
580,N49,Ngemah,210,P210,Kanowit,16,Sarawak
581,N50,Machan,210,P210,Kanowit,16,Sarawak
582,N51,Bukit Assek,211,P211,Lanang,16,Sarawak
583,N52,Dudong,211,P211,Lanang,16,Sarawak
584,N53,Bawang Assan,212,P212,Sibu,16,Sarawak
585,N54,Pelawan,212,P212,Sibu,16,Sarawak
586,N55,Nangka,212,P212,Sibu,16,Sarawak
587,N56,Dalat,213,P213,Mukah,16,Sarawak
588,N57,Tellian,213,P213,Mukah,16,Sarawak
589,N58,Balingian,213,P213,Mukah,16,Sarawak
590,N59,Tamin,214,P214,Selangau,16,Sarawak
591,N60,Kakus,214,P214,Selangau,16,Sarawak
592,N61,Pelagus,215,P215,Kapit,16,Sarawak
593,N62,Katibas,215,P215,Kapit,16,Sarawak
594,N63,Bukit Goram,215,P215,Kapit,16,Sarawak
595,N64,Baleh,216,P216,Hulu Rajang,16,Sarawak
596,N65,Belaga,216,P216,Hulu Rajang,16,Sarawak
597,N66,Murum,216,P216,Hulu Rajang,16,Sarawak
598,N67,Jepak,217,P217,Bintulu,16,Sarawak
599,N68,Tanjong Batu,217,P217,Bintulu,16,Sarawak
600,N69,Kemena,217,P217,Bintulu,16,Sarawak
601,N70,Samalaju,217,P217,Bintulu,16,Sarawak
602,N71,Bekenu,218,P218,Sibuti,16,Sarawak
603,N72,Lambir,218,P218,Sibuti,16,Sarawak
604,N73,Piasau,219,P219,Miri,16,Sarawak
605,N74,Pujut,219,P219,Miri,16,Sarawak
606,N75,Senadin,219,P219,Miri,16,Sarawak
607,N76,Marudi,220,P220,Baram,16,Sarawak
608,N77,Telang Usan,220,P220,Baram,16,Sarawak
609,N78,Mulu,220,P220,Baram,16,Sarawak
610,N79,Bukit Kota,221,P221,Limbang,16,Sarawak
611,N80,Batu Danau,221,P221,Limbang,16,Sarawak
612,N81,Ba'kelalan,222,P222,Lawas,16,Sarawak
613,N82,Bukit Sari,222,P222,Lawas,16,Sarawak
